ad_id,reporting_start,reporting_end,age,gender,interest1,interest2,interest3,Impressions,Clicks,Spend,total_conversion,approved_conversion,,Revenue,CTR,CPC,ROI
1121706,26-08-2017,26-08-2017,45-106,M,63,64,67,138959.00,28.00,? 39.52,1,0,,0,0.02%,? 1.41,-100.00%
1121708,26-08-2017,26-08-2017,45-107,M,63,65,68,68829.00,12.00,? 19.48,1,0,,0,0.02%,? 1.62,-100.00%
1121711,26-08-2017,26-08-2017,45-108,M,64,69,65,49916.00,10.00,? 16.38,1,1,,100,0.02%,? 1.64,510.50%
1121716,26-08-2017,26-08-2017,45-109,M,65,67,67,76014.00,16.00,? 22.67,1,1,,100,0.02%,? 1.42,341.11%
1121723,26-08-2017,26-08-2017,45-110,M,2,5,4,50947.00,10.00,? 15.99,1,0,,0,0.02%,? 1.60,-100.00%
1121733,27-08-2017,27-08-2017,45-111,M,66,71,70,55536.00,11.00,? 17.05,1,0,,0,0.02%,? 1.55,-100.00%
1121741,27-08-2017,27-08-2017,45-112,F,10,13,14,318042.00,46.00,? 64.41,8,4,,400,0.01%,? 1.40,521.02%
1121742,28-08-2017,28-08-2017,45-113,F,10,14,11,213016.00,30.00,? 44.22,8,2,,200,0.01%,? 1.47,352.28%
1121745,28-08-2017,28-08-2017,45-114,F,15,19,16,182265.00,27.00,? 38.18,2,1,,100,0.01%,? 1.41,161.92%
1121746,28-08-2017,28-08-2017,45-115,F,15,17,18,1117371.00,177.00,? 268.05,26,5,,500,0.02%,? 1.51,86.53%
1121749,28-08-2017,28-08-2017,45-116,F,15,17,17,333345.00,52.00,? 77.59,5,1,,100,0.02%,? 1.49,28.88%
1121751,29-08-2017,29-08-2017,45-117,F,16,17,21,275930.00,30.00,? 46.78,5,2,,200,0.01%,? 1.56,327.53%
1121753,29-08-2017,29-08-2017,45-118,F,16,20,19,740631.00,101.00,? 153.12,9,1,,100,0.01%,? 1.52,-34.69%
1121754,29-08-2017,29-08-2017,45-119,F,16,17,17,328272.00,35.00,? 55.99,2,1,,100,0.01%,? 1.60,78.60%
1121755,29-08-2017,29-08-2017,45-120,F,16,20,21,178455.00,20.00,? 31.54,6,3,,300,0.01%,? 1.58,851.17%
1121756,29-08-2017,29-08-2017,45-121,F,16,18,19,705712.00,98.00,? 147.34,6,1,,100,0.01%,? 1.50,-32.13%
1121758,28-08-2017,28-08-2017,45-122,F,18,19,20,690373.00,91.00,? 159.57,5,2,,200,0.01%,? 1.75,25.34%
1121759,28-08-2017,28-08-2017,45-123,F,18,21,19,515812.00,69.00,? 117.63,3,1,,100,0.01%,? 1.70,-14.99%
1121760,28-08-2017,28-08-2017,45-124,F,18,21,21,764793.00,101.00,? 171.98,4,2,,200,0.01%,? 1.70,16.29%
1121763,28-08-2017,28-08-2017,45-125,F,19,22,23,87832.00,11.00,? 18.10,1,1,,100,0.01%,? 1.65,452.49%
1121764,28-08-2017,28-08-2017,45-126,F,19,22,23,23368.00,3.00,? 4.30,1,0,,0,0.01%,? 1.43,-100.00%
1121765,28-08-2017,28-08-2017,45-127,F,19,24,23,51509.00,7.00,? 11.57,1,0,,0,0.01%,? 1.65,-100.00%
1121767,28-08-2017,28-08-2017,45-128,F,19,20,23,87043.00,16.00,? 24.48,2,0,,0,0.02%,? 1.53,-100.00%
1121768,28-08-2017,28-08-2017,45-129,F,19,20,25,565565.00,113.00,? 169.67,7,4,,400,0.02%,? 1.50,135.75%
1121769,28-08-2017,28-08-2017,45-130,F,20,26,26,253758.00,43.00,? 62.14,4,1,,100,0.02%,? 1.45,60.93%
1121773,28-08-2017,28-08-2017,45-131,F,20,22,21,319131.00,51.00,? 76.68,6,1,,100,0.02%,? 1.50,30.41%
1121774,28-08-2017,28-08-2017,45-132,F,20,22,21,670608.00,130.00,? 195.15,11,3,,300,0.02%,? 1.50,53.73%
1121775,18-08-2017,18-08-2017,45-133,F,21,24,25,159123.00,25.00,? 38.36,5,3,,300,0.02%,? 1.53,682.06%
1121776,18-08-2017,18-08-2017,45-134,F,21,23,22,103709.00,15.00,? 24.57,3,1,,100,0.01%,? 1.64,307.00%
1121779,22-08-2017,22-08-2017,45-135,F,21,27,23,271589.00,45.00,? 74.41,9,3,,300,0.02%,? 1.65,303.17%
1121780,22-08-2017,22-08-2017,45-136,F,21,25,22,119772.00,20.00,? 33.47,5,2,,200,0.02%,? 1.67,497.55%
1121782,21-08-2017,21-08-2017,45-137,F,22,23,23,26340.00,3.00,? 4.22,1,1,,100,0.01%,? 1.41,2269.67%
1121783,22-08-2017,22-08-2017,45-138,F,22,27,28,594968.00,111.00,? 147.67,4,0,,0,0.02%,? 1.33,-100.00%
1121791,22-08-2017,22-08-2017,45-139,F,23,25,24,6838.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
1121793,22-08-2017,22-08-2017,45-140,F,24,30,25,185665.00,39.00,? 62.14,1,0,,0,0.02%,? 1.59,-100.00%
1121795,22-08-2017,22-08-2017,45-141,F,24,29,25,24959.00,3.00,? 4.56,1,1,,100,0.01%,? 1.52,2092.98%
1121796,22-08-2017,22-08-2017,45-142,F,24,28,27,136967.00,23.00,? 35.06,3,1,,100,0.02%,? 1.52,185.23%
1121798,21-08-2017,21-08-2017,45-143,F,24,26,26,107548.00,19.00,? 29.31,1,0,,0,0.02%,? 1.54,-100.00%
1121803,21-08-2017,21-08-2017,45-144,F,25,31,28,588617.00,119.00,? 169.92,2,0,,0,0.02%,? 1.43,-100.00%
1121806,20-08-2017,20-08-2017,45-145,F,26,31,30,190560.00,26.00,? 41.63,3,1,,100,0.01%,? 1.60,140.21%
1121807,20-08-2017,20-08-2017,45-146,F,26,30,32,373110.00,49.00,? 75.70,4,2,,200,0.01%,? 1.54,164.20%
1121812,20-08-2017,20-08-2017,45-147,F,27,33,29,935646.00,170.00,? 256.47,19,6,,600,0.02%,? 1.51,133.95%
1121814,21-08-2017,21-08-2017,45-148,F,27,28,31,2223278.00,421.00,? 612.30,38,13,,1300,0.02%,? 1.45,112.31%
1121815,21-08-2017,21-08-2017,45-149,F,27,33,28,240497.00,36.00,? 51.84,1,0,,0,0.01%,? 1.44,-100.00%
1121816,21-08-2017,21-08-2017,45-150,F,27,30,30,259984.00,37.00,? 54.79,5,0,,0,0.01%,? 1.48,-100.00%
1121817,21-08-2017,21-08-2017,45-151,F,28,31,29,606786.00,127.00,? 179.05,11,3,,300,0.02%,? 1.41,67.55%
1121818,21-08-2017,21-08-2017,45-152,F,28,31,34,83270.00,13.00,? 17.74,1,0,,0,0.02%,? 1.36,-100.00%
1121819,21-08-2017,21-08-2017,45-153,F,28,34,29,1189509.00,268.00,? 375.72,7,3,,300,0.02%,? 1.40,-20.15%
1121820,22-08-2017,22-08-2017,45-154,F,28,29,32,11471.00,1.00,? 1.57,0,0,,0,0.01%,? 1.57,-100.00%
1121824,22-08-2017,22-08-2017,45-155,F,29,35,34,1705246.00,295.00,? 429.48,23,10,,1000,0.02%,? 1.46,132.84%
1121826,23-08-2017,23-08-2017,45-156,F,29,31,30,418016.00,63.00,? 95.85,3,1,,100,0.02%,? 1.52,4.33%
1121827,23-08-2017,23-08-2017,45-157,F,29,31,30,30155.00,3.00,? 3.82,1,0,,0,0.01%,? 1.27,-100.00%
1121828,23-08-2017,23-08-2017,45-158,F,29,33,33,990404.00,153.00,? 226.54,12,6,,600,0.02%,? 1.48,164.85%
1121829,24-08-2017,24-08-2017,45-159,F,30,35,35,187468.00,34.00,? 50.72,2,1,,100,0.02%,? 1.49,97.16%
1121832,24-08-2017,24-08-2017,45-160,F,30,36,36,208301.00,33.00,? 54.57,1,0,,0,0.02%,? 1.65,-100.00%
1121833,24-08-2017,24-08-2017,45-161,F,30,36,36,101856.00,16.00,? 25.22,4,1,,100,0.02%,? 1.58,296.51%
1121835,24-08-2017,24-08-2017,30-34,F,31,35,36,48935.00,7.00,? 9.97,1,1,,100,0.01%,? 1.42,903.01%
1121839,24-08-2017,24-08-2017,30-34,F,31,33,34,13911.00,1.00,? 1.73,1,1,,100,0.01%,? 1.73,5680.35%
1121841,23-08-2017,23-08-2017,30-34,F,32,38,34,511726.00,77.00,? 123.09,8,4,,400,0.02%,? 1.60,224.97%
1121843,23-08-2017,23-08-2017,30-34,F,32,38,37,177452.00,24.00,? 37.83,2,0,,0,0.01%,? 1.58,-100.00%
1121844,23-08-2017,23-08-2017,30-34,F,32,38,36,149808.00,20.00,? 33.04,1,1,,100,0.01%,? 1.65,202.66%
1121845,22-08-2017,22-08-2017,30-34,F,32,34,38,390339.00,60.00,? 105.02,9,6,,600,0.02%,? 1.75,471.32%
1121846,22-08-2017,22-08-2017,30-34,F,32,37,34,8350.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
1121847,23-08-2017,23-08-2017,30-34,F,36,38,37,39339.00,4.00,? 5.93,1,0,,0,0.01%,? 1.48,-100.00%
1121854,23-08-2017,23-08-2017,30-34,F,63,65,64,8587.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
1121855,23-08-2017,23-08-2017,30-34,F,63,67,65,24893.00,2.00,? 3.75,1,0,,0,0.01%,? 1.88,-100.00%
1121856,23-08-2017,23-08-2017,30-34,F,63,64,64,1296189.00,212.00,? 343.26,14,4,,400,0.02%,? 1.62,16.53%
1121857,23-08-2017,23-08-2017,30-34,F,63,65,65,91607.00,12.00,? 19.19,2,1,,100,0.01%,? 1.60,421.10%
1121859,23-08-2017,23-08-2017,30-34,F,64,67,67,238036.00,38.00,? 61.03,6,3,,300,0.02%,? 1.61,391.56%
1121860,20-08-2017,20-08-2017,30-34,F,64,67,68,254344.00,35.00,? 56.17,2,1,,100,0.01%,? 1.60,78.03%
1121861,20-08-2017,20-08-2017,30-34,F,64,66,69,157705.00,23.00,? 39.23,2,0,,0,0.01%,? 1.71,-100.00%
1121862,17-08-2017,17-08-2017,30-34,F,64,67,69,411571.00,60.00,? 99.18,6,1,,100,0.01%,? 1.65,0.83%
1121863,17-08-2017,17-08-2017,30-34,F,64,69,70,94136.00,11.00,? 16.18,1,0,,0,0.01%,? 1.47,-100.00%
1121867,17-08-2017,17-08-2017,30-34,F,65,69,71,82640.00,16.00,? 23.97,1,1,,100,0.02%,? 1.50,317.19%
1121869,18-08-2017,18-08-2017,30-34,F,65,69,68,17870.00,2.00,? 2.62,1,1,,100,0.01%,? 1.31,3716.79%
1121871,18-08-2017,18-08-2017,30-34,F,2,8,7,19178.00,2.00,? 2.78,1,1,,100,0.01%,? 1.39,3497.12%
1121873,18-08-2017,18-08-2017,30-34,F,2,6,7,5264.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
1121874,18-08-2017,18-08-2017,30-34,F,2,8,4,145548.00,28.00,? 42.37,2,1,,100,0.02%,? 1.51,136.02%
1121876,18-08-2017,18-08-2017,30-34,F,2,6,8,82455.00,15.00,? 22.05,1,0,,0,0.02%,? 1.47,-100.00%
1121877,17-08-2017,17-08-2017,30-34,F,7,10,9,44189.00,7.00,? 10.32,2,0,,0,0.02%,? 1.47,-100.00%
1121878,17-08-2017,17-08-2017,30-34,F,7,8,8,45199.00,7.00,? 9.81,1,0,,0,0.02%,? 1.40,-100.00%
1121881,30-08-2017,30-08-2017,30-34,F,7,8,13,221843.00,43.00,? 63.45,5,0,,0,0.02%,? 1.48,-100.00%
1121888,30-08-2017,30-08-2017,30-34,F,66,72,69,41672.00,6.00,? 10.55,2,1,,100,0.01%,? 1.76,847.87%
1121889,30-08-2017,30-08-2017,35-39,F,10,15,13,127546.00,25.00,? 38.94,2,0,,0,0.02%,? 1.56,-100.00%
1121890,17-08-2017,17-08-2017,35-39,F,10,16,15,127865.00,28.00,? 38.03,3,1,,100,0.02%,? 1.36,162.95%
1121891,17-08-2017,17-08-2017,35-39,F,10,15,13,1025327.00,229.00,? 314.30,16,2,,200,0.02%,? 1.37,-36.37%
1121894,17-08-2017,17-08-2017,35-39,F,10,14,14,561415.00,124.00,? 173.76,3,0,,0,0.02%,? 1.40,-100.00%
1121895,17-08-2017,17-08-2017,35-39,F,15,21,21,132803.00,25.00,? 37.32,2,1,,100,0.02%,? 1.49,167.95%
1121897,17-08-2017,17-08-2017,35-39,F,15,18,17,24664.00,2.00,? 2.63,1,1,,100,0.01%,? 1.31,3702.28%
1121901,17-08-2017,17-08-2017,35-39,F,16,17,21,1020561.00,172.00,? 263.81,7,3,,300,0.02%,? 1.53,13.72%
1121902,18-08-2017,18-08-2017,35-39,F,16,17,22,682143.00,114.00,? 177.11,6,2,,200,0.02%,? 1.55,12.92%
1121903,18-08-2017,18-08-2017,35-39,F,16,18,18,1247717.00,222.00,? 343.42,11,4,,400,0.02%,? 1.55,16.48%
1121904,19-08-2017,19-08-2017,35-39,F,16,21,18,146406.00,23.00,? 33.23,1,1,,100,0.02%,? 1.44,200.93%
1121905,19-08-2017,19-08-2017,35-39,F,16,17,21,905699.00,161.00,? 234.66,4,1,,100,0.02%,? 1.46,-57.39%
1121906,19-08-2017,19-08-2017,35-39,F,16,21,17,1184580.00,194.00,? 297.83,14,3,,300,0.02%,? 1.54,0.73%
1121907,20-08-2017,20-08-2017,35-39,F,18,22,19,98057.00,20.00,? 31.01,1,1,,100,0.02%,? 1.55,222.48%
1121917,20-08-2017,20-08-2017,35-39,F,19,22,24,238735.00,56.00,? 84.66,4,1,,100,0.02%,? 1.51,18.12%
1121918,20-08-2017,20-08-2017,35-39,F,19,23,25,320657.00,77.00,? 115.88,2,0,,0,0.02%,? 1.50,-100.00%
1121925,20-08-2017,20-08-2017,35-39,F,21,27,23,244074.00,57.00,? 84.51,4,2,,200,0.02%,? 1.48,136.66%
1121928,20-08-2017,20-08-2017,35-39,F,21,27,24,39146.00,8.00,? 13.06,1,0,,0,0.02%,? 1.63,-100.00%
1121931,20-08-2017,20-08-2017,35-39,F,22,26,23,78468.00,15.00,? 23.65,1,0,,0,0.02%,? 1.58,-100.00%
1121933,19-08-2017,19-08-2017,35-39,F,22,24,26,325653.00,63.00,? 89.35,2,0,,0,0.02%,? 1.42,-100.00%
1121935,19-08-2017,19-08-2017,35-39,F,22,25,23,66277.00,12.00,? 17.30,1,0,,0,0.02%,? 1.44,-100.00%
1121936,18-08-2017,18-08-2017,35-39,F,22,26,25,93002.00,16.00,? 23.34,1,0,,0,0.02%,? 1.46,-100.00%
1121944,18-08-2017,18-08-2017,35-39,F,24,25,29,109723.00,27.00,? 40.96,1,0,,0,0.02%,? 1.52,-100.00%
1121948,18-08-2017,18-08-2017,35-39,F,24,27,28,118941.00,35.00,? 50.11,4,1,,100,0.03%,? 1.43,99.56%
1121949,19-08-2017,19-08-2017,35-39,F,25,27,27,221576.00,47.00,? 66.79,6,1,,100,0.02%,? 1.42,49.72%
1121953,19-08-2017,19-08-2017,35-39,F,25,29,27,8341.00,1.00,? 1.64,1,0,,0,0.01%,? 1.64,-100.00%
1121954,19-08-2017,19-08-2017,35-39,F,25,30,27,120335.00,26.00,? 36.23,2,0,,0,0.02%,? 1.39,-100.00%
1121955,19-08-2017,19-08-2017,35-39,F,26,28,31,182098.00,40.00,? 62.87,1,1,,100,0.02%,? 1.57,59.06%
1121956,19-08-2017,19-08-2017,35-39,F,26,31,28,227473.00,52.00,? 71.58,1,1,,100,0.02%,? 1.38,39.70%
1121962,19-08-2017,19-08-2017,35-39,F,27,30,32,1050947.00,230.00,? 350.51,6,1,,100,0.02%,? 1.52,-71.47%
1121963,24-08-2017,24-08-2017,35-39,F,27,32,28,720859.00,162.00,? 213.69,13,5,,500,0.02%,? 1.32,133.98%
1121971,24-08-2017,24-08-2017,35-39,F,28,31,32,41111.00,8.00,? 10.96,1,0,,0,0.02%,? 1.37,-100.00%
1121973,30-08-2017,30-08-2017,35-39,F,29,31,34,148616.00,25.00,? 37.40,6,4,,400,0.02%,? 1.50,969.52%
1121976,30-08-2017,30-08-2017,35-39,F,29,34,34,707260.00,135.00,? 210.82,13,6,,600,0.02%,? 1.56,184.60%
1121977,30-08-2017,30-08-2017,35-39,F,29,32,32,139596.00,26.00,? 42.41,1,1,,100,0.02%,? 1.63,135.79%
1121983,30-08-2017,30-08-2017,35-39,F,30,34,31,105399.00,22.00,? 33.20,2,0,,0,0.02%,? 1.51,-100.00%
1121994,30-08-2017,30-08-2017,35-39,F,32,33,34,222378.00,50.00,? 72.91,1,0,,0,0.02%,? 1.46,-100.00%
1122003,17-08-2017,17-08-2017,35-39,F,63,69,68,975792.00,210.00,? 293.88,10,4,,400,0.02%,? 1.40,36.11%
1122004,30-08-2017,30-08-2017,35-39,F,63,65,67,579150.00,125.00,? 167.05,5,1,,100,0.02%,? 1.34,-40.14%
1122005,30-08-2017,30-08-2017,35-39,F,63,65,69,449588.00,81.00,? 123.80,5,2,,200,0.02%,? 1.53,61.55%
1122006,30-08-2017,30-08-2017,35-39,F,63,68,65,318157.00,56.00,? 85.70,3,0,,0,0.02%,? 1.53,-100.00%
1122007,30-08-2017,30-08-2017,35-39,F,63,65,64,196967.00,43.00,? 65.18,2,1,,100,0.02%,? 1.52,53.42%
1122011,29-08-2017,29-08-2017,35-39,F,64,70,67,158298.00,37.00,? 46.43,4,1,,100,0.02%,? 1.25,115.38%
1122012,29-08-2017,29-08-2017,35-39,F,64,67,69,222739.00,55.00,? 68.56,5,2,,200,0.02%,? 1.25,191.72%
1122022,29-08-2017,29-08-2017,35-39,F,2,4,3,20780.00,5.00,? 8.19,1,0,,0,0.02%,? 1.64,-100.00%
1122027,29-08-2017,29-08-2017,35-39,F,7,9,8,128616.00,33.00,? 48.55,2,0,,0,0.03%,? 1.47,-100.00%
1122039,29-08-2017,29-08-2017,40-44,F,10,12,15,258954.00,61.00,? 82.28,1,0,,0,0.02%,? 1.35,-100.00%
1122040,30-08-2017,30-08-2017,40-44,F,10,15,11,205289.00,48.00,? 71.53,3,0,,0,0.02%,? 1.49,-100.00%
1122041,30-08-2017,30-08-2017,40-44,F,10,13,12,611601.00,138.00,? 191.42,8,3,,300,0.02%,? 1.39,56.72%
1122043,30-08-2017,30-08-2017,40-44,F,10,13,14,947657.00,233.00,? 321.87,8,4,,400,0.02%,? 1.38,24.27%
1122044,29-08-2017,29-08-2017,40-44,F,10,16,14,233043.00,49.00,? 65.03,2,0,,0,0.02%,? 1.33,-100.00%
1122047,17-08-2017,17-08-2017,40-44,F,15,18,21,582725.00,142.00,? 194.81,9,2,,200,0.02%,? 1.37,2.66%
1122052,17-08-2017,17-08-2017,40-44,F,16,20,19,265038.00,51.00,? 78.46,2,1,,100,0.02%,? 1.54,27.45%
1122054,18-08-2017,18-08-2017,40-44,F,16,20,18,222273.00,39.00,? 53.63,6,1,,100,0.02%,? 1.38,86.46%
1122055,18-08-2017,18-08-2017,40-44,F,16,22,19,797234.00,170.00,? 243.77,4,1,,100,0.02%,? 1.43,-58.98%
1122056,17-08-2017,17-08-2017,40-44,F,16,19,21,925555.00,182.00,? 262.89,4,2,,200,0.02%,? 1.44,-23.92%
1122058,18-08-2017,18-08-2017,40-44,F,18,19,24,22210.00,3.00,? 4.05,1,1,,100,0.01%,? 1.35,2369.14%
1122075,18-08-2017,18-08-2017,40-44,F,21,25,23,46391.00,11.00,? 16.41,3,1,,100,0.02%,? 1.49,509.38%
1122078,18-08-2017,18-08-2017,40-44,F,21,27,25,190477.00,42.00,? 66.39,1,0,,0,0.02%,? 1.58,-100.00%
1122079,18-08-2017,18-08-2017,40-44,F,21,24,27,25382.00,7.00,? 9.61,1,0,,0,0.03%,? 1.37,-100.00%
1122085,18-08-2017,18-08-2017,40-44,F,22,26,25,65726.00,17.00,? 22.12,2,0,,0,0.03%,? 1.30,-100.00%
1122089,17-08-2017,17-08-2017,40-44,F,23,25,29,195220.00,51.00,? 78.06,1,0,,0,0.03%,? 1.53,-100.00%
1122092,17-08-2017,17-08-2017,40-44,F,23,25,26,107501.00,27.00,? 40.88,2,2,,200,0.03%,? 1.51,389.24%
1122101,17-08-2017,17-08-2017,40-44,F,25,26,30,197772.00,63.00,? 88.21,7,2,,200,0.03%,? 1.40,126.73%
1122102,17-08-2017,17-08-2017,40-44,F,25,30,29,138154.00,35.00,? 48.94,1,0,,0,0.03%,? 1.40,-100.00%
1122103,17-08-2017,17-08-2017,40-44,F,25,26,30,270124.00,69.00,? 95.85,2,0,,0,0.03%,? 1.39,-100.00%
1122105,17-08-2017,17-08-2017,40-44,F,26,28,27,303971.00,77.00,? 106.93,11,6,,600,0.03%,? 1.39,461.11%
1122107,17-08-2017,17-08-2017,40-44,F,26,30,29,682046.00,183.00,? 254.42,4,2,,200,0.03%,? 1.39,-21.39%
1122109,17-08-2017,17-08-2017,40-44,F,26,27,28,328365.00,83.00,? 117.34,2,1,,100,0.03%,? 1.41,-14.78%
1122112,17-08-2017,17-08-2017,40-44,F,27,31,33,1083259.00,276.00,? 390.26,11,0,,0,0.03%,? 1.41,-100.00%
1122113,17-08-2017,17-08-2017,40-44,F,27,33,28,913929.00,245.00,? 340.41,7,2,,200,0.03%,? 1.39,-41.25%
1122118,17-08-2017,17-08-2017,40-44,F,28,31,33,101586.00,24.00,? 33.47,2,1,,100,0.02%,? 1.39,198.78%
1122120,29-08-2017,29-08-2017,40-44,F,28,30,32,181053.00,46.00,? 66.28,3,1,,100,0.03%,? 1.44,50.88%
1122121,29-08-2017,29-08-2017,40-44,F,28,30,34,133419.00,35.00,? 48.18,2,1,,100,0.03%,? 1.38,107.56%
1122125,26-08-2017,26-08-2017,40-44,F,29,34,32,489573.00,113.00,? 156.12,3,2,,200,0.02%,? 1.38,28.11%
1122127,26-08-2017,26-08-2017,40-44,F,29,32,31,822023.00,194.00,? 288.33,6,0,,0,0.02%,? 1.49,-100.00%
1122131,26-08-2017,26-08-2017,40-44,F,30,32,35,93176.00,29.00,? 40.37,1,1,,100,0.03%,? 1.39,147.71%
1122138,26-08-2017,26-08-2017,40-44,F,31,32,37,47229.00,13.00,? 19.28,1,0,,0,0.03%,? 1.48,-100.00%
1122139,26-08-2017,26-08-2017,40-44,F,31,36,32,92263.00,24.00,? 34.03,1,0,,0,0.03%,? 1.42,-100.00%
1122140,26-08-2017,26-08-2017,40-44,F,31,35,35,81551.00,21.00,? 29.67,1,0,,0,0.03%,? 1.41,-100.00%
1122145,26-08-2017,26-08-2017,40-44,F,32,35,34,141037.00,32.00,? 47.79,3,0,,0,0.02%,? 1.49,-100.00%
1122146,26-08-2017,26-08-2017,40-44,F,32,38,37,319501.00,79.00,? 111.65,0,0,,0,0.02%,? 1.41,-100.00%
1122149,26-08-2017,26-08-2017,40-44,F,36,41,37,72741.00,19.00,? 24.33,2,0,,0,0.03%,? 1.28,-100.00%
1122154,25-08-2017,25-08-2017,40-44,F,63,66,68,597419.00,135.00,? 188.51,2,1,,100,0.02%,? 1.40,-46.95%
1122157,25-08-2017,25-08-2017,40-44,F,63,69,66,98768.00,21.00,? 33.14,1,1,,100,0.02%,? 1.58,201.75%
1122160,24-08-2017,24-08-2017,40-44,F,64,69,67,173165.00,41.00,? 59.85,1,0,,0,0.02%,? 1.46,-100.00%
1122165,24-08-2017,24-08-2017,40-44,F,65,68,69,55823.00,13.00,? 21.11,1,1,,100,0.02%,? 1.62,373.71%
1122166,25-08-2017,25-08-2017,40-44,F,65,66,68,118451.00,28.00,? 38.35,4,1,,100,0.02%,? 1.37,160.76%
1122176,25-08-2017,25-08-2017,40-44,F,2,6,8,74424.00,22.00,? 30.84,1,1,,100,0.03%,? 1.40,224.25%
1122177,25-08-2017,25-08-2017,40-44,F,7,10,12,47929.00,12.00,? 14.59,1,1,,100,0.03%,? 1.22,585.40%
1122182,25-08-2017,25-08-2017,40-44,F,7,10,8,40801.00,12.00,? 15.92,0,0,,0,0.03%,? 1.33,-100.00%
1122183,25-08-2017,25-08-2017,40-44,F,66,71,67,66017.00,17.00,? 24.22,1,0,,0,0.03%,? 1.42,-100.00%
1122189,25-08-2017,25-08-2017,45-49,F,10,16,14,725043.00,179.00,? 238.40,5,3,,300,0.02%,? 1.33,25.84%
1122191,27-08-2017,27-08-2017,45-49,F,10,16,16,382776.00,97.00,? 132.73,5,1,,100,0.03%,? 1.37,-24.66%
1122192,27-08-2017,27-08-2017,45-49,F,10,16,13,548250.00,137.00,? 201.60,5,1,,100,0.02%,? 1.47,-50.40%
1122193,28-08-2017,28-08-2017,45-49,F,10,11,15,1358324.00,346.00,? 465.08,8,2,,200,0.03%,? 1.34,-57.00%
1122197,28-08-2017,28-08-2017,45-49,F,15,16,20,662249.00,163.00,? 234.94,2,0,,0,0.02%,? 1.44,-100.00%
1122200,28-08-2017,28-08-2017,45-49,F,15,16,16,559554.00,139.00,? 195.08,2,0,,0,0.02%,? 1.40,-100.00%
1122201,28-08-2017,28-08-2017,45-49,F,16,19,21,320757.00,68.00,? 104.69,2,0,,0,0.02%,? 1.54,-100.00%
1122202,28-08-2017,28-08-2017,45-49,F,16,20,19,906151.00,202.00,? 295.55,1,0,,0,0.02%,? 1.46,-100.00%
1122203,29-08-2017,29-08-2017,45-49,F,16,22,19,699314.00,164.00,? 226.03,3,0,,0,0.02%,? 1.38,-100.00%
1122204,28-08-2017,28-08-2017,45-49,F,16,21,22,850337.00,198.00,? 287.69,3,1,,100,0.02%,? 1.45,-65.24%
1122205,28-08-2017,28-08-2017,45-49,F,16,20,22,1015460.00,247.00,? 315.90,9,2,,200,0.02%,? 1.28,-36.69%
1122209,28-08-2017,28-08-2017,45-49,F,18,19,20,890295.00,227.00,? 332.99,1,0,,0,0.03%,? 1.47,-100.00%
1122210,28-08-2017,28-08-2017,45-49,F,18,21,20,791817.00,194.00,? 282.49,4,2,,200,0.02%,? 1.46,-29.20%
1122211,27-08-2017,27-08-2017,45-49,F,18,24,21,317601.00,76.00,? 115.66,1,0,,0,0.02%,? 1.52,-100.00%
1122212,27-08-2017,27-08-2017,45-49,F,18,23,24,685211.00,164.00,? 247.32,4,3,,300,0.02%,? 1.51,21.30%
1122213,27-08-2017,27-08-2017,45-49,F,19,24,23,32781.00,7.00,? 11.20,2,2,,200,0.02%,? 1.60,1685.71%
1122216,27-08-2017,27-08-2017,45-49,F,19,23,22,76785.00,19.00,? 25.46,3,0,,0,0.02%,? 1.34,-100.00%
1122217,27-08-2017,27-08-2017,45-49,F,19,24,23,719083.00,206.00,? 299.53,12,5,,500,0.03%,? 1.45,66.93%
1122223,27-08-2017,27-08-2017,45-49,F,20,23,23,368480.00,107.00,? 140.42,5,4,,400,0.03%,? 1.31,184.86%
1122224,27-08-2017,27-08-2017,45-49,F,20,24,25,260945.00,73.00,? 100.88,2,2,,200,0.03%,? 1.38,98.26%
1122225,27-08-2017,27-08-2017,45-49,F,21,22,27,40998.00,10.00,? 13.35,1,0,,0,0.02%,? 1.34,-100.00%
1122227,27-08-2017,27-08-2017,45-49,F,21,27,26,183293.00,53.00,? 73.75,2,1,,100,0.03%,? 1.39,35.59%
1122232,27-08-2017,27-08-2017,45-49,F,22,24,23,221561.00,55.00,? 76.76,1,0,,0,0.02%,? 1.40,-100.00%
1122233,19-08-2017,19-08-2017,45-49,F,22,24,24,436943.00,109.00,? 145.82,1,1,,100,0.02%,? 1.34,-31.42%
1122240,19-08-2017,19-08-2017,45-49,F,23,26,26,284488.00,90.00,? 125.27,1,1,,100,0.03%,? 1.39,-20.17%
1122244,25-08-2017,25-08-2017,45-49,F,24,26,26,85083.00,32.00,? 38.63,1,1,,100,0.04%,? 1.21,158.87%
1122246,25-08-2017,25-08-2017,45-49,F,24,28,25,14167.00,5.00,? 7.14,1,0,,0,0.04%,? 1.43,-100.00%
1122249,24-08-2017,24-08-2017,45-49,F,25,29,28,300637.00,84.00,? 116.99,2,0,,0,0.03%,? 1.39,-100.00%
